condpair	protein	fdr	pval	log2fc	num_peptides
c2_VS_c3	Q12789	0.9999691194851201	0.19496793120024858	0.26843619324700096	27
c2_VS_c3	Q9UBE0	0.5709302653321617	0.036517064941294475	0.17825165208067917	10
c2_VS_c3	Q7Z7N9	0.9999691194851201	0.7915900042891735	0.06524212312919708	1
c2_VS_c3	P62826	0.9999691194851201	0.28325550711584624	0.058338892526014874	10
c2_VS_c3	Q8TDM6	0.9999691194851201	0.905446463420106	0.025548504161658478	2
c2_VS_c3	P42704	0.9999691194851201	0.7484114130154949	0.13550334798202268	45
c2_VS_c3	Q16658	0.9999691194851201	0.2332510112880528	0.0857218108273563	18
c2_VS_c3	P39976	0.002328246906459127	5.154790198802495e-05	0.4236862680563611	7
c2_VS_c3	P39019	0.9999691194851201	0.6717925621649852	0.031948669536442445	8
c2_VS_c3	P05023	0.9999691194851201	0.6271658345960247	-0.25265063350586114	27
c2_VS_c3	P00560	1.9255708139098716e-13	0.0	0.41800195946521956	23
c2_VS_c3	P31116	0.0022120563405957283	4.829520300808632e-05	0.31332438533715745	6
c2_VS_c3	P36542	0.9999691194851201	0.2492711524213549	0.005526980927509584	7
c2_VS_c3	CON__P06868	0.9999691194851201	0.6267515810411126	-0.15898241754899742	5
c2_VS_c3	P22570	0.9999691194851201	0.34618485316700087	0.1994708705157544	11
c2_VS_c3	Q9BVP2	0.9999691194851201	0.9666651973765039	-0.26958551514412843	9
c2_VS_c3	Q13813	0.9999691194851201	0.9382709740663484	0.16289144477003115	92
c2_VS_c3	P78559	0.9999691194851201	0.3497704910701791	0.12126944596267286	19
c2_VS_c3	Q92973	0.9999691194851201	0.2954444700999599	0.06881191931580544	14
c2_VS_c3	Q96A49	0.9999691194851201	0.8854584607785816	0.0883943260879203	6
c2_VS_c3	P08195	0.9028085530597709	0.12044420723912874	-0.010897489476988653	15
c2_VS_c3	P16278	0.5654997652889086	0.03590888731001218	-0.3796600825927321	9
c2_VS_c3	Q8NDF8	0.9999691194851201	0.9825755301943728	-0.0009133341005368815	1
c2_VS_c3	Q8IX01	0.9999691194851201	0.6232303388533065	-0.13518052632112232	12
c2_VS_c3	P12277	0.9999691194851201	0.6056135025204235	-0.03434702293102676	14
c2_VS_c3	P50552	0.9999691194851201	0.3863903672180029	-0.503253637856422	6
c2_VS_c3	P16862	7.411429487219195e-08	4.409135279104248e-10	0.33217776669614363	15
c2_VS_c3	O60573	0.9999691194851201	0.7131397820525784	0.22777895697346354	7
c2_VS_c3	Q9UBT2	0.8795132843082898	0.10596955797171925	0.08270410065156408	16
c2_VS_c3	P11142	0.8031747925699376	0.07524439451645071	0.03955282935669224	26
c2_VS_c3	P49419	0.9999691194851201	0.2678600138133982	0.22409418600268438	11
c2_VS_c3	Q9UG63	0.9999691194851201	0.3351833798036892	0.02024637071677142	14
c2_VS_c3	P46782	0.6499053887788656	0.048063421279617824	-0.19066197401723883	3
c2_VS_c3	P07283	0.015796205665300593	0.0004541651997864715	0.9976662579278219	7
c2_VS_c3	Q8TDZ2	0.9999691194851201	0.7654039119283222	-0.08484357420542477	12
c2_VS_c3	Q712K3	0.9999691194851201	0.7677725345356055	0.03033785817355798	3
c2_VS_c3	Q9UMX0	0.9999691194851201	0.8131074570134667	0.2509680491465116	4
c2_VS_c3	Q9NTJ5	0.9999691194851201	0.22122873620759376	-0.07175449906134812	13
c2_VS_c3	P34897	0.9999691194851201	0.2319082390011129	-0.07319653608609267	12
c2_VS_c3	Q14151	0.9999691194851201	0.6903313653440892	0.0021459707616307	12
c2_VS_c3	O94903	0.9999691194851201	0.6277594366189492	-0.12131678198254381	7
c2_VS_c3	P62701	0.9999691194851201	0.24229012686229856	-0.17782576222732338	11
c2_VS_c3	Q08170	0.7287267034156399	0.05985344297025241	-0.374949988461069	2
c2_VS_c3	P38631	0.9999691194851201	0.18889779696112852	0.3506387469444521	6
c2_VS_c3	Q96N67	0.9999691194851201	0.7946817069563259	-0.1690448893344465	25
c2_VS_c3	Q9NVI1	0.9032898603937425	0.1215705339499511	0.2957712984238601	15
c2_VS_c3	Q8IUD2	0.9999691194851201	0.7482933760049468	0.17469467540459327	12
c2_VS_c3	Q9BWS9	0.9999691194851201	0.5854010116197297	-0.14189739914448385	7
c2_VS_c3	Q96JG6	0.9999691194851201	0.563679254236531	0.36931529839711386	8
c2_VS_c3	P78527	0.9999691194851201	0.5037342223601335	-0.1257261217997021	107
c2_VS_c3	P49821	0.9999691194851201	0.8776117386739914	-0.20242225172927952	7
c2_VS_c3	O14657	0.9999691194851201	0.5641757664055207	-0.38947311803844276	7
c2_VS_c3	Q969P0	0.9999691194851201	0.6649354933058309	-0.18389565582138045	6
c2_VS_c3	P29311	0.00015582834670106993	2.4677613330581494e-06	0.5410411563524784	5
c2_VS_c3	Q5BJH2	0.6897133601745878	0.053870600702443205	-1.9716032535080794	1
c2_VS_c3	P62318	0.9999691194851201	0.7277596868972078	-0.18745030762061976	3
c2_VS_c3	Q9UDT6	0.9999691194851201	0.46896046596215113	0.11783100861266667	8
c2_VS_c3	Q7L5N7	0.9999691194851201	0.5380064274265948	-0.17880297456763503	9
c2_VS_c3	Q6QNY1	0.9999691194851201	0.7811771874048423	-0.06729255001530765	2
c2_VS_c3	Q9HC35	0.9999691194851201	0.4959564300946271	0.025373413181089877	18
c2_VS_c3	P09661	0.9999691194851201	0.9196409936819727	0.1314110411885947	9
c2_VS_c3	P23246	0.9999691194851201	0.49806133631087324	-0.2042284589338914	26
c2_VS_c3	Q96DV4	0.9999691194851201	0.3236236825734915	-0.23064122317252522	9
c2_VS_c3	P42166	0.9999691194851201	0.932796613868498	0.11857571967471081	19
c2_VS_c3	Q03001	0.9999691194851201	0.20925071505154258	0.06312362623642365	68
c2_VS_c3	Q9Y6G9	0.9999691194851201	0.45566004683716876	-0.13278810545771824	14
c2_VS_c3	Q6PI48	0.9999691194851201	0.7207888300667438	-0.07500986564715983	9
c2_VS_c3	Q96IZ0	0.9999691194851201	0.5612645025825795	0.102931938661734	2
c2_VS_c3	Q00059	0.9999691194851201	0.8896430077987245	-0.18300286528320608	7
c2_VS_c3	Q63ZY3	0.9999691194851201	0.3588496083368806	0.6904297096561083	6
c2_VS_c3	Q92820	0.9999691194851201	0.8913918449226617	-0.11106004531831874	9
c2_VS_c3	Q13625	0.9999691194851201	0.6092221242337696	0.40782202271764445	8
c2_VS_c3	O00203	0.9999691194851201	0.9788047880652151	-0.1579594843095844	15
c2_VS_c3	P82663	0.7922296493453921	0.07033703496962596	-0.673316549604789	3
c2_VS_c3	O60244	0.9999691194851201	0.5908036883467129	-0.1043828780252003	9
c2_VS_c3	Q01518	0.9999691194851201	0.5848010223389579	-0.058377246722398635	16
c2_VS_c3	Q86W92	0.9999691194851201	0.7932230741896142	0.036936819903467644	9
c2_VS_c3	P10592	1.9255708139098716e-13	0.0	0.47762025622648796	21
c2_VS_c3	P11137	0.9999691194851201	0.732715617540576	-0.27035600562924333	27
c2_VS_c3	Q9H9Y6	0.9999691194851201	0.3277144322900969	0.08706202742384761	15
c2_VS_c3	P07342	0.6593639961837695	0.049371197131226285	0.44618424937833634	5
c2_VS_c3	P46672	0.001508379171388119	3.223627072923563e-05	0.4504506545520526	7
c2_VS_c3	O75153	0.9999691194851201	0.8035220844314535	0.2156970896762722	13
c2_VS_c3	Q9BW19	0.9896326966554174	0.1588524808284526	0.23654993160989926	10
c2_VS_c3	Q8WVM7	0.9999691194851201	0.6800101037073152	-0.2853139297653584	3
c2_VS_c3	Q02241	0.9999691194851201	0.7639160457748762	0.18914296764203886	8
c2_VS_c3	O43707	0.9999691194851201	0.7441884167186592	-0.17643360480137638	41
c2_VS_c3	Q9H6Z4	0.9999691194851201	0.881577707789081	-0.12100266261531964	12
c2_VS_c3	O75369	0.8493386243254499	0.09273726043748853	0.08926409916669176	70
c2_VS_c3	P39748	0.9200323352837126	0.12834347967742143	0.060488598507521196	9
c2_VS_c3	P09619	0.9999691194851201	0.3628889843496026	-0.20301879141660306	2
c2_VS_c3	O15355	0.9999691194851201	0.5108624349845146	0.23971679310403982	11
c2_VS_c3	Q9NVH2	0.9999691194851201	0.4188031244783976	-0.11819506821051684	6
c2_VS_c3	P40855	0.9999691194851201	0.7698048549764382	-0.22246275162319407	5
c2_VS_c3	P46926	0.9999691194851201	0.39230461302496167	-0.22366947058415043	9
c2_VS_c3	P12931	0.9999691194851201	0.5675356480595817	0.007984900426024844	6
c2_VS_c3	P57088	0.9999691194851201	0.9427757100745868	-0.050683020221578445	8
c2_VS_c3	P32835	0.0301998252196903	0.0009240106424843741	0.9882195699434693	1
c2_VS_c3	Q00610	0.9999691194851201	0.9541277006768611	-0.1760919310450184	53
c2_VS_c3	P62834	0.9999691194851201	0.21681389790946604	-0.18949534309118166	4
c2_VS_c3	Q9NVG8	0.9999691194851201	0.33167043070852165	0.1266794423936375	3
c2_VS_c3	Q9UMS4	0.8493386243254499	0.09088092568627548	0.365693292971772	12
c2_VS_c3	O94925	0.9999691194851201	0.9513244561957839	-0.14300858193753552	9
c2_VS_c3	P13639	0.8118086083337687	0.07988276588770171	-0.08223931438544638	34
c2_VS_c3	Q9BY44	0.9999691194851201	0.8628483887684524	-0.02183055963164815	18
c2_VS_c3	Q9Y2W2	0.9999691194851201	0.20044289092621836	-0.2641572549013693	9
c2_VS_c3	O75494	0.9999691194851201	0.2429392917358113	0.11169425243267916	6
c2_VS_c3	P08238	0.9999691194851201	0.21834054931884217	0.1854801723688544	26
c2_VS_c3	Q92889	0.9999691194851201	0.6057313366575761	-0.189824140146313	1
c2_VS_c3	P12709	2.8863357339423815e-07	2.3520263514598128e-09	0.26398307276128785	14
c2_VS_c3	Q9NZW5	0.9999691194851201	0.592082352161257	0.22298668319514192	11
c2_VS_c3	P43007	0.9999691194851201	0.9871802082061993	0.32304423956727507	3
c2_VS_c3	Q12830	0.9999691194851201	0.8228423065759303	-0.2147443427814686	19
c2_VS_c3	P46108	0.9999691194851201	0.655281888804218	0.20595144045046165	9
c2_VS_c3	P51570	0.9999691194851201	0.8720419017089751	0.10410806288169372	9
c2_VS_c3	O00425	0.8866067047241978	0.1128778718273502	-0.3823908997571497	12
c2_VS_c3	P23526	0.9999691194851201	0.3417369074816303	0.2314338833661127	15
c2_VS_c3	Q9H6D7	0.9999691194851201	0.802946568466611	-0.08377530141041012	2
c2_VS_c3	Q92888	0.9999691194851201	0.6239407593727389	-0.10279483365950792	15
c2_VS_c3	P30041	0.9999691194851201	0.6872403755600502	-0.29312097057493336	13
c2_VS_c3	Q9Y5B9	0.9999691194851201	0.9698047594206756	-0.026113546204052707	24
c2_VS_c3	P14324	0.9999691194851201	0.7612437705826398	0.1375888759660855	6
c2_VS_c3	P05783	0.9999691194851201	0.8655584962100396	-0.06618890900677006	20
c2_VS_c3	O00560	0.9999691194851201	0.8298812746248827	0.23264291415056082	5
c2_VS_c3	Q06203	0.9999691194851201	0.3221152997460377	-0.0930970694967262	9
c2_VS_c3	Q15155	0.9999691194851201	0.7688030836581963	-0.09564031866441747	18
c2_VS_c3	O95672	0.9999691194851201	0.31351537458154266	0.2512892787041876	2
c2_VS_c3	Q9BXJ9	0.9999691194851201	0.3175875690113368	-0.0754386973823502	18
c2_VS_c3	Q6P1R3	0.9999691194851201	0.8318248726302939	0.049626741890387294	1
c2_VS_c3	Q03612	1.365141936857558e-07	9.025384883898369e-10	0.7334212587704716	11
c2_VS_c3	P46781	0.9999691194851201	0.9399396423376798	-0.1895294596162005	9
c2_VS_c3	O60264	0.9999691194851201	0.1969588850175008	0.14305977750718935	35
c2_VS_c3	A7E2V4	0.9999691194851201	0.767541593208225	0.031467201847123	2
c2_VS_c3	Q8NBF2	0.9999691194851201	0.22318458395735252	0.1806318557508968	5
c2_VS_c3	O00567	0.9999691194851201	0.31809610642342045	-0.049171170040271495	14
c2_VS_c3	P62854	0.9999691194851201	0.3689840624198162	-0.10294540279691677	3
c2_VS_c3	P14868	0.9999691194851201	0.9106971063913434	-0.19691085917162887	25
c2_VS_c3	P00505	0.9999691194851201	0.8373715610747368	0.20778663561258615	13
c2_VS_c3	Q9NZN3	0.9999691194851201	0.34039919667862595	0.12102552145072609	8
c2_VS_c3	O14617	0.9999691194851201	0.3789501313687984	-0.25421437935283553	13
c2_VS_c3	P24928	0.9999691194851201	0.30881215369267534	-0.21080639628657907	27
c2_VS_c3	Q7L5D6	0.9999691194851201	0.3607219395805168	0.49278923430679455	5
c2_VS_c3	Q9NZ43	0.4646175579202121	0.026340824631686743	0.13341076833269158	5
c2_VS_c3	P26639	0.9772834454385044	0.14851880843407206	-0.3047680738680505	15
c2_VS_c3	Q12769	0.9999691194851201	0.8293777422804953	0.11389615215307193	12
c2_VS_c3	O60506	0.6194716020027625	0.042193407085981516	0.2792600959716305	13
c2_VS_c3	Q9NQT8	0.9999691194851201	0.47409258162322665	-0.10572056200284496	11
c2_VS_c3	Q9Y5J1	0.9999691194851201	0.27781520005106675	-0.2070288681310668	9
c2_VS_c3	Q96KP1	0.9999691194851201	0.6300448891905084	-0.26707337822321264	9
c2_VS_c3	Q13011	0.9999691194851201	0.5504729296749136	0.06824948894147465	8
c2_VS_c3	Q08945	0.9999691194851201	0.6516925665893147	0.12937851078638296	15
c2_VS_c3	P61106	0.9999691194851201	0.7399300175944432	0.009731025013600902	8
c2_VS_c3	Q8IWE2	0.9999691194851201	0.7648195666314486	-0.2648274926308076	3
c2_VS_c3	Q9UI12	0.9999691194851201	0.47907281840278326	0.15819608760238912	8
c2_VS_c3	P31151	0.9999691194851201	0.4736905482019904	-0.15517742449333483	3
c2_VS_c3	Q05193	0.9999691194851201	0.34673033685701293	0.11488967404816641	9
c2_VS_c3	O60306	0.9999691194851201	0.8010596906217555	-0.40549798607638243	26
c2_VS_c3	Q15029	0.9999691194851201	0.45259428524165424	-0.08073403120097167	26
c2_VS_c3	O43615	0.9999691194851201	0.48103707444288846	0.4062183236164687	9
c2_VS_c3	Q9H0S4	0.9999691194851201	0.9025493535461251	0.036682192937273594	12
c2_VS_c3	P23381	0.9999691194851201	0.7809870595434261	0.18079858621439104	12
c2_VS_c3	Q9P265	0.9999691194851201	0.6073862829941641	-0.05076357992173808	5
c2_VS_c3	O00429	0.9999691194851201	0.6235688298579318	-0.1360612812119039	18
c2_VS_c3	O43166	0.9999691194851201	0.27634977214246703	0.3441914961192065	11
c2_VS_c3	Q07960	0.9999691194851201	0.9089539054227833	-0.011411674074626621	12
c2_VS_c3	Q9Y692	0.9999691194851201	0.9881366294269729	0.13064369208639653	4
c2_VS_c3	Q09666	0.9999691194851201	0.31981035526447865	0.1324339809580648	138
c2_VS_c3	P11388	0.9999691194851201	0.649132074330725	-0.13134536164195953	25
c2_VS_c3	Q8N201	0.9999691194851201	0.46624521940331	-0.07480277481884971	15
c2_VS_c3	Q8N1F7	0.9999691194851201	0.19580476699863603	-0.06839775142743232	25
c2_VS_c3	Q9P0K1	0.9999691194851201	0.6070271591995051	0.13337293384260107	8
c2_VS_c3	P32614	0.6106970741605339	0.04122017459355387	0.7147526474241959	1
c2_VS_c3	Q9Y295	0.9999691194851201	0.4049432166100815	-0.2431994086603376	9
c2_VS_c3	Q9UHL4	0.9999691194851201	0.5369207134244041	-0.14277013566647856	7
c2_VS_c3	P12270	0.9999691194851201	0.8723091192569146	0.10174871230632299	61
c2_VS_c3	Q14C86	0.9999691194851201	0.26660808491050014	0.30414986416380607	17
c2_VS_c3	Q86TN4	0.9999691194851201	0.46997476381024006	0.2109493825462856	1
c2_VS_c3	Q9UM54	0.9999691194851201	0.6120530471564425	-0.24593708162873776	17
c2_VS_c3	P07355	0.9999691194851201	0.6235549844221213	-0.06279802558744674	19
c2_VS_c3	O95785	0.9999691194851201	0.7463055794081435	-0.03025335557993003	15
c2_VS_c3	O43314	0.9976893179504149	0.1640891662289241	-0.16771206422796386	8
c2_VS_c3	Q8NC56	0.6064176288998784	0.040570750934965094	-0.03294513083305972	11
c2_VS_c3	Q7Z2Z2	0.9999691194851201	0.9576244811243346	0.20271482511348182	11
c2_VS_c3	P15880	0.9999691194851201	0.2170789110718716	-0.2318431473994833	9
c2_VS_c3	P16333	0.9999691194851201	0.3295396945717812	0.11199277147811326	5
c2_VS_c3	O75688	0.9999691194851201	0.8144774059495967	-0.08655479265921429	9
c2_VS_c3	P04040	0.9999691194851201	0.9642335564451279	0.183928032025662	11
c2_VS_c3	Q9Y2D5	0.9999691194851201	0.5071304022124439	-0.4658113329572398	4
c2_VS_c3	P35612	0.9999691194851201	0.5743466620650604	0.2570772854986565	13
c2_VS_c3	P34932	0.9999691194851201	0.9794135420236685	0.14163763190862522	23
c2_VS_c3	Q13637	0.8846491908444183	0.11085926346504071	-0.44054161877560594	8
c2_VS_c3	Q9H2D1	0.9772834454385044	0.14740286768541067	0.32309531183553997	2
c2_VS_c3	Q8WXH0	0.9999691194851201	0.3557186341724643	0.18899351443749968	89
c2_VS_c3	P27694	0.9999691194851201	0.8561535201655095	0.10289204250075512	18
c2_VS_c3	P62310	0.9999691194851201	0.3398542613756288	0.12049229694923902	3
c2_VS_c3	Q08379	0.9999691194851201	0.9250926740334333	-0.13017434818502593	9
c2_VS_c3	Q9UNW1	0.9999691194851201	0.332561776343403	0.12234860071791731	8
c2_VS_c3	O43504	0.9999691194851201	0.9904293490837679	-0.0015995314370553793	2
c2_VS_c3	Q8NBU5	0.9999691194851201	0.7713105526806647	0.17629898895991047	9
c2_VS_c3	P56199	0.9999691194851201	0.44354573401134156	-0.13968404782791546	16
c2_VS_c3	P38432	0.8283744512034785	0.08274555318285004	-0.34563138483498523	5
c2_VS_c3	Q14974	0.9999691194851201	0.5206064697860637	-0.11003702608094024	24
c2_VS_c3	A6NHR9	0.46493002307146786	0.026520454883074196	0.13498882666999473	34
c2_VS_c3	Q14689	0.9999691194851201	0.8541461638014554	-0.06203740850491002	1
c2_VS_c3	Q86UP2	0.9999691194851201	0.252621240414312	-0.052171366708972045	39
c2_VS_c3	O75419	0.9999691194851201	0.6322340140584071	-0.13029233154119302	2
c2_VS_c3	P50851	0.9999691194851201	0.9145805489006857	0.09434312285275433	11
c2_VS_c3	Q15075	0.9999691194851201	0.32000220298408166	0.12947195975304737	19
c2_VS_c3	Q6P2Q9	0.9999691194851201	0.21229794675630087	0.1334682199944653	66
c2_VS_c3	P61266	0.9999691194851201	0.4385898381058344	-0.35260338993892004	2
c2_VS_c3	Q92541	0.9999691194851201	0.3661427010166767	-0.24918483522071622	11
c2_VS_c3	P35908	0.8493386243254499	0.0907406809657374	0.09751954894739893	14
c2_VS_c3	Q9BT22	0.8031747925699376	0.07475445448106321	-0.5070282414004342	2
c2_VS_c3	P57740	0.10144024145193017	0.003711989155221307	0.4351414957789057	21
c2_VS_c3	P31946	0.9999691194851201	0.7212245354737759	-0.12903467661223544	7
c2_VS_c3	Q96Q11	0.9999691194851201	0.4847288788151163	-0.21532335644405914	10
c2_VS_c3	Q9P287	0.9999691194851201	0.8625484599634086	0.001812660724195947	6
c2_VS_c3	Q00653	0.9999691194851201	0.44148641389916277	0.05856300201941833	16
c2_VS_c3	O15344	0.9999691194851201	0.9014356347416965	-0.004066713002659192	2
c2_VS_c3	Q9NYU1	0.9999691194851201	0.2003939367334806	0.2984289866410892	2
c2_VS_c3	Q9P2T1	0.9999691194851201	0.4746312097888927	-0.23299555994334842	3
c2_VS_c3	Q9BTC0	0.9999691194851201	0.23668445239550095	0.11833335065751202	18
c2_VS_c3	Q9BZK7	0.9999691194851201	0.47248762960189006	-0.11882497968465433	7
c2_VS_c3	Q14966	0.9999691194851201	0.6419077645947193	0.026250647304459918	24
c2_VS_c3	Q02880	0.9999691194851201	0.5391344585407534	0.15486856084971024	33
c2_VS_c3	P49327	0.9999691194851201	0.5532103536501658	-0.1653735487913653	72
c2_VS_c3	O15031	0.9999691194851201	0.2427041600096267	0.05105835302317763	18
c2_VS_c3	P06396	0.9999691194851201	0.6198899299753167	-0.19085841444620844	9
c2_VS_c3	O60256	0.9999691194851201	0.4358251812794596	0.2506147291686478	9
c2_VS_c3	Q99460	0.9999691194851201	0.4718383259184227	-0.05947648022688101	18
c2_VS_c3	Q9NTJ3	0.9999691194851201	0.567864261692969	-0.2022303578151119	31
c2_VS_c3	Q9Y4L1	0.9999691194851201	0.9879359643125005	-0.042185589453824335	32
c2_VS_c3	Q9NU22	0.9999691194851201	0.8971122202313286	-0.22023916494301554	26
c2_VS_c3	Q8TCZ2	0.9999691194851201	0.8233261698300454	-0.11294714259279252	2
c2_VS_c3	Q53H12	0.9999691194851201	0.21733794316152188	0.36848665409926973	9
c2_VS_c3	Q9BVG4	0.9999691194851201	0.6055763827350169	-0.06474172844273578	5
c2_VS_c3	Q8NBM4	0.6312472741301183	0.04440361435289675	-0.5991426174554215	5
c2_VS_c3	Q13200	0.9999691194851201	0.7807956048443689	-0.10959135900709516	29
c2_VS_c3	P05091	0.86655787852528	0.09979272002082329	0.28139252651408153	13
c2_VS_c3	P05026	0.8788785048935258	0.10540055870494314	-0.0964276842702508	5
