condpair	protein	fdr	pval	log2fc	num_peptides
c1_VS_c3	P50552	0.9998087590367624	0.5865404100512333	0.1066174501263603	6
c1_VS_c3	P16862	1.0924242110557692e-14	0.0	1.4448845876790284	15
c1_VS_c3	Q9UBT2	0.9998087590367624	0.6189357661943595	0.07602263145869262	14
c1_VS_c3	P11142	0.9998087590367624	0.27914494432534775	-0.13100229305563035	26
c1_VS_c3	P33297	0.0030061064946035826	0.00017118173779562262	2.161810899378358	1
c1_VS_c3	P49419	0.9998087590367624	0.847560981548729	0.1960163777615696	10
c1_VS_c3	Q9UG63	0.9998087590367624	0.46742436129602516	-0.23859917507668982	15
c1_VS_c3	P46782	0.033149542826827964	0.002165746470412122	-0.2337379328000635	3
c1_VS_c3	P07283	8.795226117480988e-09	2.823439260168925e-10	1.0239779865340886	7
c1_VS_c3	Q8TDZ2	0.9998087590367624	0.23359787595310655	-0.17287823177181702	7
c1_VS_c3	Q712K3	0.9998087590367624	0.8489131020666421	0.40764973607496113	3
c1_VS_c3	Q9UMX0	0.9998087590367624	0.6093308847803791	0.0032456849953727412	4
c1_VS_c3	P34897	0.9998087590367624	0.9481557477056666	-0.0789854354309183	13
c1_VS_c3	Q14151	0.9998087590367624	0.6680397630857611	-0.1467359401038273	13
c1_VS_c3	O94903	0.9998087590367624	0.8254162339085904	0.1415757292940872	7
c1_VS_c3	Q14137	0.9998087590367624	0.9558200767259402	-0.27060697649505566	12
c1_VS_c3	P62701	0.9998087590367624	0.473502621876114	-0.04206664317572262	11
c1_VS_c3	Q08170	0.9998087590367624	0.4526247891626798	-0.19311989617375339	2
c1_VS_c3	P38631	1.3296607484024576e-07	4.9763073661779345e-09	1.0047214905644697	5
c1_VS_c3	Q96N67	0.9998087590367624	0.9687044151586894	-0.306615597647775	26
c1_VS_c3	Q8IUD2	0.9998087590367624	0.5605107439614443	-0.08343502859379237	12
c1_VS_c3	Q9BWS9	0.889956736968299	0.10724272987825767	-0.3770360657655664	6
c1_VS_c3	P78527	0.9998087590367624	0.4076924755192952	0.14217588889897215	109
c1_VS_c3	P49821	0.9998087590367624	0.6322249037591625	-0.1419382711383276	6
c1_VS_c3	O14657	0.9998087590367624	0.20433452741609992	-0.35823972478144733	6
c1_VS_c3	Q969P0	0.9998087590367624	0.8901338135741681	0.17404555552372675	6
c1_VS_c3	P29311	1.6534659752487358e-11	4.2676973066591017e-13	1.5648488882763028	6
c1_VS_c3	Q5BJH2	0.35301829387922395	0.027904333602326137	-1.2134290530077498	1
c1_VS_c3	P62318	0.9998087590367624	0.3189781698430847	0.19151622610088265	2
c1_VS_c3	Q9UDT6	0.9998087590367624	0.366546125401229	0.20006948237843414	8
c1_VS_c3	Q7L5N7	0.9998087590367624	0.340243746661268	0.0869474124570786	9
c1_VS_c3	Q6QNY1	0.9998087590367624	0.33503566746952984	0.4061603813084342	1
c1_VS_c3	Q9HC35	0.9998087590367624	0.972346396005485	-0.1674447454632443	16
c1_VS_c3	P09661	0.9998087590367624	0.22743138840508448	0.026482007731391793	9
c1_VS_c3	P23246	0.9803431450871541	0.12936291219249751	0.001028301843095954	26
c1_VS_c3	Q96DV4	0.9998087590367624	0.6462742587861579	0.1234153725768111	8
c1_VS_c3	P42166	0.9998087590367624	0.3882491985305765	-0.028567538550238115	18
c1_VS_c3	Q03001	0.9998087590367624	0.9681753568773088	0.004664143907679108	56
c1_VS_c3	Q9Y6G9	0.9998087590367624	0.7081170537106902	0.24624253454753356	13
c1_VS_c3	Q6PI48	0.9927640281328896	0.1326034223736139	-0.5271131996067041	9
c1_VS_c3	Q96IZ0	0.9998087590367624	0.7244614540119287	-0.003263950432622398	2
c1_VS_c3	Q00059	0.9998087590367624	0.7065698600453811	-0.16493183364225703	7
c1_VS_c3	Q63ZY3	0.9998087590367624	0.8294990556023332	0.20572486800545361	4
c1_VS_c3	Q92820	0.9998087590367624	0.5583387465850882	-0.11441393179143766	9
c1_VS_c3	O00203	0.9998087590367624	0.5759410310385753	-0.0021052054117371988	14
c1_VS_c3	P82663	0.9998087590367624	0.9204167744223408	-0.06788963076432826	3
c1_VS_c3	O60244	0.35524380665667904	0.028137555907151057	-0.780534780714726	9
c1_VS_c3	Q01518	0.9998087590367624	0.8000148381800165	-0.010902819106888437	16
c1_VS_c3	Q86W92	0.9993029351244486	0.1349276587674082	-0.08401514706498059	9
c1_VS_c3	P10592	1.0924242110557692e-14	0.0	1.729097706341934	21
c1_VS_c3	P11137	0.7781506537633371	0.0852337947903381	-0.018552942381930393	23
c1_VS_c3	Q9H9Y6	0.9998087590367624	0.6876975037866409	0.3571675006663459	11
c1_VS_c3	P07342	1.0924242110557692e-14	0.0	1.456560107821316	5
c1_VS_c3	P46672	2.0415868846348287e-12	4.907185768843192e-14	1.1297243720016157	7
c1_VS_c3	O75153	0.9998087590367624	0.5032979213881945	0.3065792598152998	9
c1_VS_c3	Q9BW19	0.9998087590367624	0.5304035131934925	0.08592401041089928	6
c1_VS_c3	Q8WVM7	0.9998087590367624	0.36899487460160896	0.11521007679948762	3
c1_VS_c3	Q02241	0.9998087590367624	0.5285954027209789	0.31366824129066756	7
c1_VS_c3	O43707	0.9998087590367624	0.5193126038375415	0.14997713837141768	38
c1_VS_c3	Q9H6Z4	0.9998087590367624	0.43157798334499153	0.16036919758451754	9
c1_VS_c3	O75369	0.9998087590367624	0.788998733340486	0.24787225790103987	67
c1_VS_c3	P39748	0.9998087590367624	0.21472262374040207	0.17070600454521548	9
c1_VS_c3	O15355	0.9998087590367624	0.3864926866281122	-0.0018402989507433354	12
c1_VS_c3	Q9NVH2	0.9998087590367624	0.3960594285555772	0.32123932061614546	5
c1_VS_c3	P40855	0.9998087590367624	0.8822272134759839	-0.24131300873144124	5
c1_VS_c3	P46926	0.9998087590367624	0.43373352304554724	0.0879695455843521	9
c1_VS_c3	P12931	0.9998087590367624	0.45269353192029005	-0.02404781682008128	5
c1_VS_c3	P57088	0.9998087590367624	0.9009499159508754	-0.19697554035971473	8
c1_VS_c3	P32835	5.9934768085420705e-05	2.8135211345148292e-06	2.095527469458694	1
c1_VS_c3	Q00610	1.0	0.9974673229588393	0.18929098250498733	49
c1_VS_c3	P62834	0.9998087590367624	0.5722930673373632	-0.12007976634845081	4
c1_VS_c3	Q9UMS4	0.9998087590367624	0.5147677288273735	0.19517911061912172	11
c1_VS_c3	O94925	0.9998087590367624	0.4009146038213178	-0.26236781164210077	8
c1_VS_c3	P13639	0.9998087590367624	0.9047162764391916	0.13589925956538895	33
c1_VS_c3	Q9BY44	0.9998087590367624	0.3013329728187666	-0.09289170931669735	18
c1_VS_c3	Q9Y2W2	0.9998087590367624	0.9029505478163222	-0.10904036473093608	9
c1_VS_c3	O75494	0.9998087590367624	0.22227319249819666	0.41862666273224924	6
c1_VS_c3	P08238	0.9998087590367624	0.8468957456037671	-0.29358206140531706	24
c1_VS_c3	Q92889	0.9998087590367624	0.34340509658817275	-0.04442150902723677	3
c1_VS_c3	Q9Y5X1	0.9998087590367624	0.9568022391395161	-0.05927553440305319	8
c1_VS_c3	P12709	1.0924242110557692e-14	0.0	2.081463202768964	15
c1_VS_c3	Q9NZW5	0.9998087590367624	0.2468227326696013	0.2588233342176798	9
c1_VS_c3	O95714	0.9998087590367624	0.34616455429881654	-0.7256480784885724	6
c1_VS_c3	P43007	0.9998087590367624	0.4889138737968197	0.25328092400448543	2
c1_VS_c3	Q12830	0.9998087590367624	0.5124674767789741	0.3703345903630062	17
c1_VS_c3	P46108	0.9998087590367624	0.8899866997281611	0.29125693168948236	9
c1_VS_c3	P51570	0.9998087590367624	0.7290119935245953	0.2586770351249011	9
c1_VS_c3	O00425	0.9998087590367624	0.15183667613482754	-0.18135530662765106	12
c1_VS_c3	P23526	0.9998087590367624	0.2608650736126923	0.07463614786597347	14
c1_VS_c3	Q92888	0.9215228233787877	0.11420850623462031	-0.2399847383826937	14
c1_VS_c3	P30041	0.9998087590367624	0.23031804325104677	-0.141465240007108	12
c1_VS_c3	Q9Y5B9	0.2489708917016306	0.018756155254825213	0.024493970882301465	22
c1_VS_c3	P14324	0.9998087590367624	0.9583517631155265	0.03533192611085639	6
c1_VS_c3	P05783	0.9998087590367624	0.7499429952663339	0.11466526696766237	19
c1_VS_c3	O00560	0.9998087590367624	0.4968279438411507	0.4515701924911714	5
c1_VS_c3	Q06203	0.9998087590367624	0.8591325660866762	-0.3559770869530687	9
c1_VS_c3	P45974	0.9998087590367624	0.42555003961967275	-0.30455568859683496	19
c1_VS_c3	Q15155	0.9998087590367624	0.6996819008903805	0.08864892749771631	17
c1_VS_c3	P04801	1.0924242110557692e-14	0.0	1.4582501410950623	12
c1_VS_c3	Q9BXJ9	0.9998087590367624	0.1622043917995808	-0.42655048326715683	16
c1_VS_c3	Q6P1R3	0.9998087590367624	0.8284801674663917	0.08363985308067168	1
c1_VS_c3	Q03612	1.0924242110557692e-14	0.0	1.5464453708000898	11
c1_VS_c3	P46781	0.9998087590367624	0.30278799376237653	0.20798239936744287	9
c1_VS_c3	O60264	0.9998087590367624	0.5266693241325617	-0.2960594524036342	35
c1_VS_c3	O00567	0.9998087590367624	0.33654472566041016	0.07654941921567282	14
c1_VS_c3	Q8NBF2	0.9998087590367624	0.14881735528210815	-0.38963432953363997	2
c1_VS_c3	P62854	0.9998087590367624	0.7541198951057859	-0.36886372863148864	3
c1_VS_c3	P14868	0.9998087590367624	0.6694030542776532	0.1482704771394913	25
c1_VS_c3	P00505	0.9998087590367624	0.7282685509253835	0.11341490249921193	13
c1_VS_c3	Q9BRX8	0.9998087590367624	0.3382636056755801	0.2734922145800522	7
c1_VS_c3	Q9NZN3	0.9998087590367624	0.7529314566586227	0.10614901684674383	7
c1_VS_c3	O14617	0.9998087590367624	0.25060262845782133	0.05705297882856305	13
c1_VS_c3	P24928	0.9998087590367624	0.7587078530078415	0.15496896772838195	26
c1_VS_c3	Q7L5D6	0.9998087590367624	0.6003874173307524	-0.023048606161346186	5
c1_VS_c3	P26639	0.9998087590367624	0.17413709080261475	0.06781515011921495	15
c1_VS_c3	Q12769	0.9998087590367624	0.4055498798259949	-0.031344215114628746	12
c1_VS_c3	O60506	0.9998087590367624	0.8876796588390228	-0.02603676797325205	12
c1_VS_c3	Q9Y5J1	0.9998087590367624	0.3026448240425281	0.16568220064313	8
c1_VS_c3	Q96KP1	0.9998087590367624	0.9331328837687063	0.219518341994422	9
c1_VS_c3	Q08945	0.9998087590367624	0.7896016244062674	0.1265518125760141	14
c1_VS_c3	P61106	0.9998087590367624	0.43764109225917736	-0.23916797751772437	7
c1_VS_c3	Q8IWE2	0.9998087590367624	0.5439142568540094	0.01533062536336871	3
c1_VS_c3	Q9UI12	0.9998087590367624	0.6039676784888961	0.2648369961108787	9
c1_VS_c3	Q7Z3J2	0.9998087590367624	0.3912500020201044	-0.46961804316168276	7
c1_VS_c3	P31151	0.9998087590367624	0.450978101395195	-0.9716956579117149	3
c1_VS_c3	Q05193	0.9998087590367624	0.15736522444010115	-0.052956074086317084	8
c1_VS_c3	O60306	0.408756949481029	0.03402461460432504	0.05140912358875216	21
c1_VS_c3	Q15029	0.9998087590367624	0.4341497413988231	0.2526688973504608	24
c1_VS_c3	O43615	0.5332280845380004	0.04849763870471935	0.08427855089570091	9
c1_VS_c3	Q9H0S4	0.9998087590367624	0.8393544291946122	0.05476410901876886	10
c1_VS_c3	P23381	0.9998087590367624	0.4984749586169239	-0.10978591100265556	10
c1_VS_c3	O00429	0.9998087590367624	0.23798304703632311	0.13397334995319277	19
c1_VS_c3	O43166	0.9998087590367624	0.5010676387541704	-0.22729390223414114	9
c1_VS_c3	P11388	0.9998087590367624	0.23347701860187708	0.050715588205879555	22
c1_VS_c3	Q8N201	0.9998087590367624	0.1995161059401518	0.0011495184199707964	13
c1_VS_c3	Q8N1F7	0.9998087590367624	0.16547574304766632	0.0625682533504861	24
c1_VS_c3	Q9P0K1	0.7699950328115175	0.08299119776348918	-0.508586213673845	6
c1_VS_c3	Q92733	0.9998087590367624	0.4888536856920158	-0.3030372858070211	7
c1_VS_c3	P32614	0.8863269648548354	0.10666235131177726	1.3329281663177428	1
c1_VS_c3	Q9Y295	0.9998087590367624	0.530161251462018	0.08809316293141745	9
c1_VS_c3	Q9UHL4	0.9998087590367624	0.8412749626742575	0.14164691024181497	7
c1_VS_c3	P12270	0.9998087590367624	0.49800116442837283	0.16706231317016407	54
c1_VS_c3	Q14C86	0.9998087590367624	0.24779770772361243	0.14143559336284506	16
c1_VS_c3	Q86TN4	0.9998087590367624	0.9635221778652399	-0.03857345814294977	1
c1_VS_c3	Q9UM54	0.9998087590367624	0.5880067194596805	0.00021271231864203322	16
c1_VS_c3	P07355	0.9998087590367624	0.9882484613298286	-0.15408236393068955	19
c1_VS_c3	O95785	0.9998087590367624	0.24481460993147985	0.037345098241230446	16
c1_VS_c3	O43314	0.9998087590367624	0.34782493605230114	-0.34113716704315333	7
c1_VS_c3	Q8NC56	0.9998087590367624	0.1703753902994034	-0.3280064138583742	9
c1_VS_c3	P15880	0.9998087590367624	0.5547965303028621	0.09223002694277849	9
c1_VS_c3	O75688	0.9998087590367624	0.33954004476331523	-0.254046126709901	7
c1_VS_c3	P04040	0.9998087590367624	0.2884782757945341	0.03938633793361449	10
c1_VS_c3	Q9Y2D5	0.9998087590367624	0.8113962174561495	0.07635459627043328	3
c1_VS_c3	P35612	0.9998087590367624	0.8145821718649375	-0.524305893665451	9
c1_VS_c3	P34932	0.9998087590367624	0.2070217862489152	-0.28553423271585654	24
c1_VS_c3	Q13637	0.9998087590367624	0.5495629645235554	-0.17827666328010347	8
c1_VS_c3	Q8WXH0	0.9998087590367624	0.3407076645136642	0.3219757886585821	81
c1_VS_c3	P27694	0.9998087590367624	0.17437853042603813	0.08829855882002018	16
c1_VS_c3	P62310	0.9998087590367624	0.9921631069670087	-0.17579697454842305	3
c1_VS_c3	Q08379	0.9998087590367624	0.40225787073775265	-0.3640473001260685	9
c1_VS_c3	Q9UNW1	0.9998087590367624	0.494638551381132	-0.10792025015693311	7
c1_VS_c3	O43504	0.9998087590367624	0.7794948114562237	-0.10895547982570633	2
c1_VS_c3	Q8NBU5	0.9998087590367624	0.23498233715587435	-0.03282630984888376	9
c1_VS_c3	Q0VDF9	0.9998087590367624	0.8402848027943257	0.39762684315979663	5
c1_VS_c3	P56199	0.9998087590367624	0.2017344158744514	-0.46263078231909854	13
c1_VS_c3	P38432	0.9998087590367624	0.4648440967895957	-0.20634757640408155	3
c1_VS_c3	Q14974	0.9998087590367624	0.33792145834476717	0.1742333594748994	25
c1_VS_c3	A6NHR9	0.9998087590367624	0.28198033469371886	0.29007544364522975	31
c1_VS_c3	Q14689	0.9998087590367624	0.8944449672461252	-0.06053674638873326	1
c1_VS_c3	Q86UP2	0.9998087590367624	0.24171333150384955	-0.3318776052449568	37
c1_VS_c3	O75419	0.9998087590367624	0.9359685342750197	-0.05230503913739959	1
c1_VS_c3	P50851	0.9998087590367624	0.37804657661373864	0.19229116170834404	8
c1_VS_c3	Q15075	0.9998087590367624	0.6995410257581418	-0.054283381351293514	20
c1_VS_c3	Q6P2Q9	0.38880750496303984	0.031987712136013924	-0.45106973904005815	66
c1_VS_c3	Q92541	0.9998087590367624	0.9311571672526076	-0.055900065334966456	10
c1_VS_c3	P35908	0.0006136232166153686	3.2368896891954435e-05	0.11490092535020638	16
c1_VS_c3	Q9NVI1	0.9998087590367624	0.5240802433328551	0.029142767187743335	12
c1_VS_c3	P57740	0.9998087590367624	0.6685212498630295	0.1944507734964458	18
c1_VS_c3	P31946	0.9998087590367624	0.9053932682748322	0.2812883190383282	7
c1_VS_c3	Q96Q11	0.9998087590367624	0.672422695721115	-0.2700774186974589	9
c1_VS_c3	Q9P287	0.9998087590367624	0.7396858483694644	-0.35684699758698607	5
c1_VS_c3	Q00653	0.9998087590367624	0.6665293073233993	0.30599938153257183	14
c1_VS_c3	O15344	0.9998087590367624	0.994832810808564	0.056084436536308235	2
c1_VS_c3	Q9NYU1	0.9998087590367624	0.8398316772701055	-0.08407592128260417	2
c1_VS_c3	Q9P2T1	0.9998087590367624	0.547209277581105	-0.14006317360749243	3
c1_VS_c3	Q9BTC0	0.9998087590367624	0.8265172788392681	0.018375441432145007	12
c1_VS_c3	Q9BZK7	0.9998087590367624	0.509320019946043	-0.19140806808597155	7
c1_VS_c3	Q14966	0.9998087590367624	0.6128245900553813	0.08701766779282227	23
c1_VS_c3	Q02880	0.8516092900491862	0.09904755237299456	-0.1353536518841237	34
c1_VS_c3	P49327	0.9998087590367624	0.21119687210486582	0.11331407670093618	69
c1_VS_c3	O15031	0.9998087590367624	0.44288908589625864	-0.30918267650933196	17
c1_VS_c3	P06396	0.9998087590367624	0.7243841438117242	0.17714749167939353	10
c1_VS_c3	O60256	0.9998087590367624	0.16267030721842102	-0.23254216885089582	8
c1_VS_c3	Q9NTJ3	0.9998087590367624	0.8664360170161827	-0.2519749685294655	33
c1_VS_c3	Q9Y4L1	0.9998087590367624	0.36916565290526826	-0.24158809584487723	30
c1_VS_c3	P38911	2.446746559236436e-07	9.35439481430933e-09	2.184178658901306	4
c1_VS_c3	Q53H12	0.8105617969225235	0.09048374955160288	0.12205470981146564	7
c1_VS_c3	Q9BVG4	0.9998087590367624	0.9015026200765226	-0.2880477527416634	5
c1_VS_c3	Q8NBM4	0.9998087590367624	0.6746927623071179	0.1691847267817515	6
c1_VS_c3	Q13200	0.9998087590367624	0.5573198593123421	-0.08137187328528454	28
c1_VS_c3	P05091	0.9998087590367624	0.639785079032342	0.2759084831215124	14
c1_VS_c3	P05026	0.9998087590367624	0.9849763748462443	0.19383297949592543	6
c1_VS_c3	Q13618	0.9998087590367624	0.8265266291836357	-0.2174714843425717	12
c1_VS_c3	O43602	0.9998087590367624	0.3184061386010666	0.7868160088429293	3
c1_VS_c3	P46109	0.920564025633768	0.11385251890225323	-0.2968668198473505	10
c1_VS_c3	Q8N4H5	0.9998087590367624	0.5408367530058023	-0.010640172006539366	4
c1_VS_c3	Q15843	0.7699950328115175	0.08285147593193054	-0.1386801836704589	3
c1_VS_c3	Q13428	0.9998087590367624	0.9731295107793037	0.10297447390188379	20
c1_VS_c3	Q92766	0.9998087590367624	0.7684058373986398	-0.14832428110602258	2
c1_VS_c3	P53367	0.9998087590367624	0.6566627893897601	0.14461949804260144	10
c1_VS_c3	Q9NPF4	0.9998087590367624	0.41896906763061725	0.14685312714913756	6
c1_VS_c3	O94979	0.9998087590367624	0.7636866634772457	-0.11281047477083207	18
c1_VS_c3	P30837	0.9998087590367624	0.5320858588845454	-0.3555587316669279	5
c1_VS_c3	O15269	0.3687814331201852	0.029626254830432686	-0.8772945971592492	7
c1_VS_c3	O95394	0.9998087590367624	0.9768029404623444	-0.34048922035089213	12
c1_VS_c3	Q8WVC0	0.9998087590367624	0.22715349217857295	-0.17020027263040202	6
c1_VS_c3	A6NKG5	0.9998087590367624	0.3089696760923524	0.07636945129638573	31
